Measure,Relationship,Type,Name,Alias,Country,Address,Registration number,Notes,Source URL
Islamic Republic of Iran,related,Company,South Wealth Resources Company,SWRC,Iraq,,,"""In June 2019, Treasury designated an Iraq-based IRGC–QF financial conduit, South Wealth Resources Company (SWRC), which trafficked hundreds of millions of U.S. dollars’ worth of weapons to IRGC–QF-backed militias.""; ""SWRC and its two Iraqi associates covertly facilitated the IRGC–QF’s access to the Iraqi financial system to evade sanctions, while also generating profits in the form of commission payments for a Treasury-designated advisor to the IRGC–QF’s commander, Qasem Soleimani.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Tadbir Kish Medical and Pharmaceutical Company,,Iran,,,"""To conceal its involvement, the CBI made payments to Mir Business Bank using Iran-based Tadbir Kish Medical and Pharmaceutical Company""; ""Following the CBI’s transfer of funds from Tadbir Kish to Global Vision, Global Vision transferred payments to Promsyrioimport.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Tidewater Middle East Company,Tidewater,Iran,,,"""For example, Tidewater Middle East Company (“Tidewater”), a port operating company, was designated by Treasury under E.O. 13382 in June 2011 as a company that is owned by the IRGC.""; ""Tidewater has operations at seven Iranian ports, some of which the Iranian government has repeatedly used to export arms or related material in violation of UNSCRs.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Person,Valiollah Seif,,Iran,,,"""in connection with a scheme to move millions of USD for the IRGC–QF, Treasury designated the then-governor of the CBI, Valiollah Seif""; ""Treasury designated them as Specially Designated Global Terrorists (SDGTs) pursuant to E.O. 13224.""; ""Treasury stated that Seif had covertly funneled millions of USD on behalf of the IRGC–QF through al-Bilad Bank to support Hizballah’s radical agenda, an action that undermined the credibility of his commitment to protecting CBI’s integrity.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,al-Bilad Islamic Bank,,Iraq,,,"""Iraq-based al-Bilad Islamic Bank, and Muhammad Qasir, a Hizballah official.""; ""Treasury designated them as SDGTs pursuant to E.O. 13224 after finding that Seif had covertly funneled millions of USD on behalf of the IRGC–QF through al-Bilad Bank to support Hizballah’s radical agenda.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
JSC CredexBank,self,,JSC CredexBank,Nordic Investment Bank Corporation; Northern Investment Bank,Belarus,,,"""JSC CredexBank (“Credex”) is a depository institution located and licensed in the Republic of Belarus that primarily services corporate entities.""; ""Originally established on September 27, 2001, as Nordic Investment Bank Corporation by Ximex Executive Limited (“Ximex”),""; ""the bank changed its name to Northern Investment Bank on April 5, 2006, and then to the current name of JSC CredexBank on February 12, 2007.""",http://www.gpo.gov/fdsys/pkg/FR-2012-05-25/pdf/2012-12742.pdf
JSC CredexBank,self,,JSC CredexBank,Nordic Investment Bank Corporation; Northern Investment Bank,Belarus,,,"""Credex is a depository institution that is located and licensed in the Republic of Belarus and primarily services corporate entities.""; ""the bank changed its name to Northern Investment Bank on April 5, 2006, and then to the current name of Credex on February 12, 2007.""; ""Credex has six domestic branches and one representative office in the Czech Republic.""",http://www.gpo.gov/fdsys/pkg/FR-2012-05-30/pdf/2012-12747.pdf
JSC CredexBank,self,,JSC CredexBank,JSC InterPayBank; InterPay; ‘InterPayBank’ Joint Stock Company,Belarus,,,"""This document withdraws FinCEN's finding that JSC CredexBank (“Credex”), renamed JSC InterPayBank (“InterPay”), is a financial institution of primary money laundering concern, pursuant to Section 311 of the USA PATRIOT Act (“Section 311”).""; ""On May 8, 2015, the National Bank of the Republic of Belarus (“NBRB”), the Belarusian central bank and monetary authority with control over bank supervision and regulation, revoked the banking license of InterPay, the successor of Credex, and delisted InterPay from the list of banks published by the NBRB.""; ""In late January 2016, InterPay was also listed by the NBRB as being in the process of bankruptcy and liquidation.""",https://www.fincen.gov/system/files/shared/JSC_Withdrawal_Finding.pdf
JSC CredexBank,self,,JSC CredexBank,JSC InterPayBank; InterPay,,,,"""This document withdraws FinCEN’s proposed rulemaking to impose the first and fifth special measure regarding JSC CredexBank (“Credex”), renamed JSC InterPayBank (“InterPay”), as a financial institution of primary money laundering concern, pursuant to Section 311 of the USA PATRIOT Act (“Section 311”).""; ""the Belarusian central bank and monetary authority with control over bank supervision and regulation, revoked the banking license of InterPay, the successor of Credex, and delisted InterPay from the list of banks published by the NBRB.""; ""In late January 2016, InterPay was also listed by the NBRB as being in the process of bankruptcy and liquidation.""",https://www.fincen.gov/system/files/shared/JSC_Withdrawal_NPRM.pdf
JSC CredexBank,related,Company,"Imex Executive, Limited",,,,,"""Ximex is owned by “Imex Executive, Limited,” a company registered to the address of a BVI company formation agent.""",http://www.gpo.gov/fdsys/pkg/FR-2012-05-25/pdf/2012-12742.pdf
JSC CredexBank,owner,Company,Vicpart Holding SA,,Switzerland,"Fribourg, Switzerland",,"""Credex is 96.82% owned by Vicpart Holding SA, based in Fribourg, Switzerland.""; ""Since October 2009, Credex has been owned by Vicpart Holding SA (“Vicpart”), based in Fribourg, Switzerland.""; ""Vicpart shares the same address with more than 200 other companies, some of which are in liquidation.""",http://www.gpo.gov/fdsys/pkg/FR-2012-05-25/pdf/2012-12742.pdf
JSC CredexBank,owner,Company,Vicpart Holding SA,,Switzerland,"Fribourg City, Switzerland",,"""Credex is 96.82% owned by Vicpart Holding SA, based in Fribourg City, Switzerland.""",http://www.gpo.gov/fdsys/pkg/FR-2012-05-30/pdf/2012-12747.pdf
JSC CredexBank,owner,Company,Ximex Executive Limited,,United Kingdom,"12–16 Clerkenwell Rd, London, United Kingdom",,"""Credex's original registered owner, Ximex, displays numerous characteristics of a shell corporation.""; ""Listed at 12-16 Clerkenwell Rd, London, United Kingdom, Ximex shares the same mailing address as another firm—whose primary activities are formation and servicing of international business companies, as well as tax and financial planning.""; ""it does not appear to have been active until June 2009—four months prior to acquiring Credex from another shell corporation, Ximex in October 2009.""",http://www.gpo.gov/fdsys/pkg/FR-2012-05-25/pdf/2012-12742.pdf
JSC CredexBank,owner,Company,Ximex Executive Limited,,,,,"""Originally established on September 27, 2001, as Nordic Investment Bank Corporation by Ximex Executive Limited (“Ximex”),""",http://www.gpo.gov/fdsys/pkg/FR-2012-05-30/pdf/2012-12747.pdf
Kassem Rmeiti & Co. For Exchange,self,,Kassem Rmeiti & Co. For Exchange,Rmaiti For Exchange Co.,Lebanon,,,"""Kassem Rmeiti & Co. For Exchange (“Rmeiti Exchange”) is a Lebanon-based money exchanger with branches and affiliates in Switzerland and Benin""; ""Rmeiti Exchange offers a variety of financial services, primarily currency exchange and transmission of funds""; ""a known money launderer of this organization with ties to Hizballah moved his operations to Kassem Rmeiti Exchange in the Dahieh area of Beirut""",https://www.fincen.gov/system/files/shared/311--ExchHouse-R-NoticeofFinding-Final.pdf
Kassem Rmeiti & Co. For Exchange,related,Person,Ali Mohamed Kharroubi,Ali Kharroubi,,,,"""Rmeiti Exchange engages in auto sale-related financial transactions working with SDNT Ali Mohamed Kharroubi to send funds to U.S. auto dealers as part of a trade-based money laundering scheme""; ""in February 2011 Ali Mohamed Kharroubi directed Kassem Rmeiti to create the Trading African Group (TAG) in Benin so that Kharroubi could continue making international wire transfers for U.S. car purchases that avoided U.S. Government scrutiny""; ""Further, by the fall of 2011, former Elissa Exchange employees were working for TAG, and Kassem Rmeiti was paying Kharroubi about 30–40% of TAG’s profits""",https://www.fincen.gov/system/files/shared/311--ExchHouse-R-NoticeofFinding-Final.pdf
Kassem Rmeiti & Co. For Exchange,related,Person,Haitham Rmeiti,,,,,"""Haitham Rmeiti—the manager/owner of STE Rmeiti—as a key facilitator for wiring money and transferring Hizballah funds""",https://www.fincen.gov/system/files/shared/311--ExchHouse-R-NoticeofFinding-Final.pdf
Kassem Rmeiti & Co. For Exchange,related,Organization,Hizballah,,Lebanon,,,"""Rmeiti Exchange has also conducted money laundering activities for and provided financial services to Hizballah""; ""Hizballah is a Lebanon-based terrorist group""; ""And Hizballah, an organization which the United States designated as a Foreign Terrorist Organization in October 1997 and a Specially Designated Global Terrorist under Executive Order 13224 in October 2001""",https://www.fincen.gov/system/files/shared/311--ExchHouse-R-NoticeofFinding-Final.pdf
Kassem Rmeiti & Co. For Exchange,owner,Person,Kassem Rmeiti,,Benin,,,"""Benin-based suspected money launderer Kassem Rmeiti, the owner of Rmeiti Exchange, continues to actively seek money laundering opportunities in trade transactions""; ""Rmeiti Exchange, through its owner, Kassem Rmeiti, owns Societe Rmaiti SARL (a.k.a. STE Rmeiti)""; ""Additionally, Kassem Rmeiti has engaged in commingling of over $2.5 million among his several businesses, including WCS SA, WCS AG, STE Rmaiti SARL, and Kassem Rmeiti and Co. For Exchange between 2009 and 2012""",https://www.fincen.gov/system/files/shared/311--ExchHouse-R-NoticeofFinding-Final.pdf
Kassem Rmeiti & Co. For Exchange,subsidiary,Company,Rmaiti Group SAL,,Lebanon,,,"""Rmeiti Exchange, through its owner, Kassem Rmeiti, also owns companies including, but not limited to, the Rmaiti Group SAL in Lebanon and Societe Rmaiti SARL (STE Rmeiti) located in Benin""; ""For the purpose of this document and unless expressly stated otherwise, references to Rmeiti Exchange include the aforementioned companies, collectively the “Rmeiti Exchange companies.”""",https://www.fincen.gov/system/files/shared/311--ExchHouse-R-NoticeofFinding-Final.pdf
Kassem Rmeiti & Co. For Exchange,target,Company,Rmaiti Group SAL,,Lebanon,,,,https://www.fincen.gov/system/files/shared/311--ExchHouse-R-NoticeofFinding-Final.pdf
Kassem Rmeiti & Co. For Exchange,subsidiary,Company,Societe Rmaiti SARL,STE Rmeiti,Benin,,,"""Rmeiti Exchange, through its owner, Kassem Rmeiti, owns Societe Rmaiti SARL (a.k.a. STE Rmeiti)""; ""Rmeiti Exchange, through its owner, Kassem Rmeiti, also owns companies including, but not limited to, the Rmaiti Group SAL in Lebanon and Societe Rmaiti SARL (STE Rmeiti) located in Benin""; ""For the purpose of this document and unless expressly stated otherwise, references to Rmeiti Exchange include the aforementioned companies, collectively the “Rmeiti Exchange companies.”""",https://www.fincen.gov/system/files/shared/311--ExchHouse-R-NoticeofFinding-Final.pdf
Kassem Rmeiti & Co. For Exchange,target,Company,Societe Rmaiti SARL,STE Rmeiti,Benin,,,,https://www.fincen.gov/system/files/shared/311--ExchHouse-R-NoticeofFinding-Final.pdf
Kassem Rmeiti & Co. For Exchange,related,Company,Trading African Group,TAG,Benin,,,"""in February 2011 Ali Mohamed Kharroubi directed Kassem Rmeiti to create the Trading African Group (TAG) in Benin so that Kharroubi could continue making international wire transfers for U.S. car purchases that avoided U.S. Government scrutiny""; ""Further, by the fall of 2011, former Elissa Exchange employees were working for TAG, and Kassem Rmeiti was paying Kharroubi about 30–40% of TAG’s profits""; ""TAG provided more than $1.7 million to U.S. car dealers and exporters between March and October 2011""",https://www.fincen.gov/system/files/shared/311--ExchHouse-R-NoticeofFinding-Final.pdf
